chat_row,text_message,Tokens,Adjusted_Tokens,Sentiment,Positive_Count,Negative_Count,Sentiment_TextBlob
131,i great my calories session today!,"['great', 'calories', 'session', 'today', '!']","['great', 'calories', 'session', 'today', '!']",Positive,1,0,Positive
132,i love my cardiovascular session today! It really made a difference in my workout!,"['love', 'cardiovascular', 'session', 'today', '!', 'really', 'made', 'difference', 'workout', '!']","['love', 'cardiovascular', 'session', 'today', '!', 'really', 'made', 'difference', 'workout', '!']",Positive,1,0,Positive
133,today was the horrible day for my portion control. I feel so hate about it.,"['today', 'horrible', 'day', 'portion', 'control', '.', 'feel', 'hate', '.']","['today', 'horrible', 'day', 'portion', 'control', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
134,i positive my fitness journey session today!,"['positive', 'fitness', 'journey', 'session', 'today', '!']","['positive', 'fitness', 'journey', 'session', 'today', '!']",Positive,1,0,Positive
135,i excellent my keto session today!,"['excellent', 'keto', 'session', 'today', '!']","['excellent', 'keto', 'session', 'today', '!']",Positive,1,0,Positive
136,i great my motivation session today! It really made a difference in my sports!,"['great', 'motivation', 'session', 'today', '!', 'really', 'made', 'difference', 'sports', '!']","['great', 'motivation', 'session', 'today', '!', 'really', 'made', 'difference', 'sports', '!']",Positive,1,0,Positive
137,today was the horrible day for my fitness goals. I feel so sad about it.,"['today', 'horrible', 'day', 'fitness', 'goals', '.', 'feel', 'sad', '.']","['today', 'horrible', 'day', 'fitness', 'goals', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
138,today was the disappointing day for my high-protein. I feel so disappointing about it.,"['today', 'disappointing', 'day', 'high-protein', '.', 'feel', 'disappointing', '.']","['today', 'disappointing', 'day', 'high-protein', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
139,i amazing my calories session today!,"['amazing', 'calories', 'session', 'today', '!']","['amazing', 'calories', 'session', 'today', '!']",Positive,1,0,Positive
140,i love my nutrition labels session today!,"['love', 'nutrition', 'labels', 'session', 'today', '!']","['love', 'nutrition', 'labels', 'session', 'today', '!']",Positive,1,0,Positive
141,today was the negative day for my push-up. I feel so sad about it.,"['today', 'negative', 'day', 'push-up', '.', 'feel', 'sad', '.']","['today', 'negative', 'day', 'push-up', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
142,today was the horrible day for my balanced diet. I feel so hate about it.,"['today', 'horrible', 'day', 'balanced', 'diet', '.', 'feel', 'hate', '.']","['today', 'horrible', 'day', 'balanced', 'diet', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
143,i fantastic my plank session today!,"['fantastic', 'plank', 'session', 'today', '!']","['fantastic', 'plank', 'session', 'today', '!']",Positive,1,0,Positive
144,i great my push-up session today!,"['great', 'push-up', 'session', 'today', '!']","['great', 'push-up', 'session', 'today', '!']",Positive,1,0,Positive
145,today was the poor day for my endurance. I feel so bad about it.,"['today', 'poor', 'day', 'endurance', '.', 'feel', 'bad', '.']","['today', 'poor', 'day', 'endurance', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
146,today was the sad day for my hydration. I feel so horrible about it.,"['today', 'sad', 'day', 'hydration', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'hydration', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
147,i happy my hydration session today!,"['happy', 'hydration', 'session', 'today', '!']","['happy', 'hydration', 'session', 'today', '!']",Positive,1,0,Positive
148,today was the disappointing day for my vegetarian. I feel so hate about it.,"['today', 'disappointing', 'day', 'vegetarian', '.', 'feel', 'hate', '.']","['today', 'disappointing', 'day', 'vegetarian', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
149,i great my core session today!,"['great', 'core', 'session', 'today', '!']","['great', 'core', 'session', 'today', '!']",Positive,1,0,Positive
150,today was the hate day for my detox. I feel so bad about it.,"['today', 'hate', 'day', 'detox', '.', 'feel', 'bad', '.']","['today', 'hate', 'day', 'detox', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
151,today was the bad day for my aerobics. I feel so sad about it.,"['today', 'bad', 'day', 'aerobics', '.', 'feel', 'sad', '.']","['today', 'bad', 'day', 'aerobics', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
152,i happy my nutrition session today!,"['happy', 'nutrition', 'session', 'today', '!']","['happy', 'nutrition', 'session', 'today', '!']",Positive,1,0,Positive
153,today was the disappointing day for my recovery. I feel so sad about it.,"['today', 'disappointing', 'day', 'recovery', '.', 'feel', 'sad', '.']","['today', 'disappointing', 'day', 'recovery', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
154,today was the worst day for my stamina. I feel so bad about it.,"['today', 'worst', 'day', 'stamina', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'stamina', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
155,i happy my calories session today!,"['happy', 'calories', 'session', 'today', '!']","['happy', 'calories', 'session', 'today', '!']",Positive,1,0,Positive
156,i happy my cardio session today!,"['happy', 'cardio', 'session', 'today', '!']","['happy', 'cardio', 'session', 'today', '!']",Positive,1,0,Positive
157,i love my fit session today! It really made a difference in my cardiovascular!,"['love', 'fit', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']","['love', 'fit', 'session', 'today', '!', 'really', 'made', 'difference', 'cardiovascular', '!']",Positive,1,0,Positive
158,today was the horrible day for my whole foods. I feel so horrible about it.,"['today', 'horrible', 'day', 'whole', 'foods', '.', 'feel', 'horrible', '.']","['today', 'horrible', 'day', 'whole', 'foods', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
159,today was the negative day for my sugar-free. I feel so hate about it.,"['today', 'negative', 'day', 'sugar-free', '.', 'feel', 'hate', '.']","['today', 'negative', 'day', 'sugar-free', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
160,i great my sports session today!,"['great', 'sports', 'session', 'today', '!']","['great', 'sports', 'session', 'today', '!']",Positive,1,0,Positive
161,today was the sad day for my healthy snacks. I feel so horrible about it.,"['today', 'sad', 'day', 'healthy', 'snacks', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'healthy', 'snacks', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
162,today was the sad day for my performance. I feel so negative about it.,"['today', 'sad', 'day', 'performance', '.', 'feel', 'negative', '.']","['today', 'sad', 'day', 'performance', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
163,i amazing my detox session today! It really made a difference in my cardio!,"['amazing', 'detox', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']","['amazing', 'detox', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']",Positive,1,0,Positive
164,i happy my calories session today!,"['happy', 'calories', 'session', 'today', '!']","['happy', 'calories', 'session', 'today', '!']",Positive,1,0,Positive
165,i love my keto session today! It really made a difference in my plank!,"['love', 'keto', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']","['love', 'keto', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']",Positive,1,0,Positive
166,today was the negative day for my gym. I feel so sad about it.,"['today', 'negative', 'day', 'gym', '.', 'feel', 'sad', '.']","['today', 'negative', 'day', 'gym', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
167,i good my low-sodium session today! It really made a difference in my cycling!,"['good', 'low-sodium', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']","['good', 'low-sodium', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']",Positive,1,0,Positive
168,i great my keto session today! It really made a difference in my fitness goals!,"['great', 'keto', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']","['great', 'keto', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']",Positive,1,0,Positive
169,today was the disappointing day for my personal trainer. I feel so disappointing about it.,"['today', 'disappointing', 'day', 'personal', 'trainer', '.', 'feel', 'disappointing', '.']","['today', 'disappointing', 'day', 'personal', 'trainer', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
170,today was the horrible day for my fitness. I feel so disappointing about it.,"['today', 'horrible', 'day', 'fitness', '.', 'feel', 'disappointing', '.']","['today', 'horrible', 'day', 'fitness', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
171,i excellent my healthy snacks session today!,"['excellent', 'healthy', 'snacks', 'session', 'today', '!']","['excellent', 'healthy', 'snacks', 'session', 'today', '!']",Positive,1,0,Positive
172,today was the hate day for my clean eating. I feel so sad about it.,"['today', 'hate', 'day', 'clean', 'eating', '.', 'feel', 'sad', '.']","['today', 'hate', 'day', 'clean', 'eating', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
173,i positive my powerlifting session today! It really made a difference in my fitness journey!,"['positive', 'powerlifting', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'journey', '!']","['positive', 'powerlifting', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'journey', '!']",Positive,1,0,Positive
174,i positive my superfoods session today!,"['positive', 'superfoods', 'session', 'today', '!']","['positive', 'superfoods', 'session', 'today', '!']",Positive,1,0,Positive
175,today was the sad day for my fitness goals. I feel so hate about it.,"['today', 'sad', 'day', 'fitness', 'goals', '.', 'feel', 'hate', '.']","['today', 'sad', 'day', 'fitness', 'goals', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
176,i good my weight loss session today!,"['good', 'weight', 'loss', 'session', 'today', '!']","['good', 'weight', 'loss', 'session', 'today', '!']",Positive,1,0,Positive
177,today was the negative day for my meal plan. I feel so horrible about it.,"['today', 'negative', 'day', 'meal', 'plan', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'meal', 'plan', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
178,today was the negative day for my personal trainer. I feel so bad about it.,"['today', 'negative', 'day', 'personal', 'trainer', '.', 'feel', 'bad', '.']","['today', 'negative', 'day', 'personal', 'trainer', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
179,today was the hate day for my food pyramid. I feel so hate about it.,"['today', 'hate', 'day', 'food', 'pyramid', '.', 'feel', 'hate', '.']","['today', 'hate', 'day', 'food', 'pyramid', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
180,today was the disappointing day for my low-carb. I feel so worst about it.,"['today', 'disappointing', 'day', 'low-carb', '.', 'feel', 'worst', '.']","['today', 'disappointing', 'day', 'low-carb', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
181,today was the bad day for my fiber. I feel so sad about it.,"['today', 'bad', 'day', 'fiber', '.', 'feel', 'sad', '.']","['today', 'bad', 'day', 'fiber', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
182,i happy my cardio session today! It really made a difference in my burpees!,"['happy', 'cardio', 'session', 'today', '!', 'really', 'made', 'difference', 'burpees', '!']","['happy', 'cardio', 'session', 'today', '!', 'really', 'made', 'difference', 'burpees', '!']",Positive,1,0,Positive
183,today was the disappointing day for my healthy lifestyle. I feel so sad about it.,"['today', 'disappointing', 'day', 'healthy', 'lifestyle', '.', 'feel', 'sad', '.']","['today', 'disappointing', 'day', 'healthy', 'lifestyle', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
184,i fantastic my portion control session today! It really made a difference in my strength!,"['fantastic', 'portion', 'control', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']","['fantastic', 'portion', 'control', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']",Positive,1,0,Positive
185,today was the horrible day for my food pyramid. I feel so hate about it.,"['today', 'horrible', 'day', 'food', 'pyramid', '.', 'feel', 'hate', '.']","['today', 'horrible', 'day', 'food', 'pyramid', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
186,i excellent my cardiovascular session today!,"['excellent', 'cardiovascular', 'session', 'today', '!']","['excellent', 'cardiovascular', 'session', 'today', '!']",Positive,1,0,Positive
187,i fantastic my low-carb session today! It really made a difference in my bodyweight exercises!,"['fantastic', 'low-carb', 'session', 'today', '!', 'really', 'made', 'difference', 'bodyweight', 'exercises', '!']","['fantastic', 'low-carb', 'session', 'today', '!', 'really', 'made', 'difference', 'bodyweight', 'exercises', '!']",Positive,1,0,Positive
188,today was the worst day for my aerobics. I feel so poor about it.,"['today', 'worst', 'day', 'aerobics', '.', 'feel', 'poor', '.']","['today', 'worst', 'day', 'aerobics', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
189,today was the bad day for my superfoods. I feel so sad about it.,"['today', 'bad', 'day', 'superfoods', '.', 'feel', 'sad', '.']","['today', 'bad', 'day', 'superfoods', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
190,i good my push-up session today! It really made a difference in my performance!,"['good', 'push-up', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']","['good', 'push-up', 'session', 'today', '!', 'really', 'made', 'difference', 'performance', '!']",Positive,1,0,Positive
191,today was the negative day for my running. I feel so horrible about it.,"['today', 'negative', 'day', 'running', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'running', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
